No,ENZY_ACC_ID,ENZYME,KIN_ORGANISM,GENE,E3_Alias,E3_PN,,,SUB_ACC_ID,SUBSTRATE,SUB_ORGANISM,SUB_GENE,SUB_Alias,SUB_PN,E3_ORGANISM,SUB_ORGANISM,PMID
2544,O70263,LNX1,MOUSE,Lnx1,Lnx1~~Lnx,E3 ubiquitin-protein ligase LNX ~~Ligand of Numb protein X 1~~Ligand of Numb-binding protein 1~~Numb-binding protein 1~~RING-type E3 ubiquitin transferase LNX,,,Q9QZS3,NUMB,MOUSE,Numb,Numb,Protein numb homolog ~~m-Nb~~m-Numb,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2545,Q80ZI6,LRSM1,MOUSE,Lrsam1,Lrsam1,E3 ubiquitin-protein ligase LRSAM1 ~~Leucine-rich repeat and sterile alpha motif-containing protein 1~~RING-type E3 ubiquitin transferase LRSAM1~~Tsg101-associated ligase,,,Q61187,TS101,MOUSE,Tsg101,Tsg101,Tumor susceptibility gene 101 protein ~~ESCRT-I complex subunit TSG101,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2546,Q2TBA3,MALT1,MOUSE,Malt1,Malt1,Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog ~~Paracaspase,,,O88522,NEMO,MOUSE,Ikbkg,Ikbkg~~Nemo,NF-kappa-B essential modulator ~~NEMO~~IkB kinase-associated protein 1~~IKKAP1~~mFIP-3~~Inhibitor of nuclear factor kappa-B kinase subunit gamma~~I-kappa-B kinase subunit gamma~~IKK-gamma~~IKKG~~IkB kinase subunit gamma~~NF-kappa-B essential modifier,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2547,P53349,M3K1,MOUSE,Map3k1,Map3k1~~Mekk~~Mekk1,Mitogen-activated protein kinase kinase kinase 1 ~~MAPK/ERK kinase kinase 1~~MEK kinase 1~~MEKK 1,,,Q61010,DTX1,MOUSE,Dtx1,Dtx1,E3 ubiquitin-protein ligase DTX1 ~~FXI-T1~~Protein deltex-1~~Deltex1~~mDTX1~~RING-type E3 ubiquitin transferase DTX1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2548,P53349,M3K1,MOUSE,Map3k1,Map3k1~~Mekk~~Mekk1,Mitogen-activated protein kinase kinase kinase 1 ~~MAPK/ERK kinase kinase 1~~MEK kinase 1~~MEKK 1,,,P47930,FOSL2,MOUSE,Fosl2,Fosl2~~Fra-2~~Fra2,Fos-related antigen 2 ~~FRA-2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2549,P53349,M3K1,MOUSE,Map3k1,Map3k1~~Mekk~~Mekk1,Mitogen-activated protein kinase kinase kinase 1 ~~MAPK/ERK kinase kinase 1~~MEK kinase 1~~MEKK 1,,,P05627,JUN,MOUSE,Jun,Jun,Transcription factor AP-1 ~~AH119~~Activator protein 1~~AP1~~Proto-oncogene c-Jun~~V-jun avian sarcoma virus 17 oncogene homolog~~Jun A,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2550,P53349,M3K1,MOUSE,Map3k1,Map3k1~~Mekk~~Mekk1,Mitogen-activated protein kinase kinase kinase 1 ~~MAPK/ERK kinase kinase 1~~MEK kinase 1~~MEKK 1,,,P63085,MK01,MOUSE,Mapk1,Mapk1~~Erk2~~Mapk~~Prkm1,Mitogen-activated protein kinase 1 ~~MAP kinase 1~~MAPK 1 ~~ERT1~~Extracellular signal-regulated kinase 2~~ERK-2~~MAP kinase isoform p42~~p42-MAPK~~Mitogen-activated protein kinase 2~~MAP kinase 2~~MAPK 2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2551,P53349,M3K1,MOUSE,Map3k1,Map3k1~~Mekk~~Mekk1,Mitogen-activated protein kinase kinase kinase 1 ~~MAPK/ERK kinase kinase 1~~MEK kinase 1~~MEKK 1,,,Q63844,MK03,MOUSE,Mapk3,Mapk3~~Erk1~~Prkm3,Mitogen-activated protein kinase 3 ~~MAP kinase 3~~MAPK 3 ~~ERT2~~Extracellular signal-regulated kinase 1~~ERK-1~~Insulin-stimulated MAP2 kinase~~MAP kinase isoform p44~~p44-MAPK~~MNK1~~Microtubule-associated protein 2 kinase~~p44-ERK1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2552,Q6NZQ8,MARH1,MOUSE,Marchf1,Marchf1~~March1,E3 ubiquitin-protein ligase MARCHF1 ~~Membrane-associated RING finger protein 1~~Membrane-associated RING-CH protein I~~MARCH-I~~RING-type E3 ubiquitin transferase MARCHF1,,,P42082,CD86,MOUSE,Cd86,Cd86,T-lymphocyte activation antigen CD86 ~~Activation B7-2 antigen~~Early T-cell costimulatory molecule 1~~ETC-1~~CD antigen CD86,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2553,Q6NZQ8,MARH1,MOUSE,Marchf1,Marchf1~~March1,E3 ubiquitin-protein ligase MARCHF1 ~~Membrane-associated RING finger protein 1~~Membrane-associated RING-CH protein I~~MARCH-I~~RING-type E3 ubiquitin transferase MARCHF1,,,P25446,TNR6,MOUSE,Fas,Fas~~Apt1~~Tnfrsf6,Tumor necrosis factor receptor superfamily member 6 ~~Apo-1 antigen~~Apoptosis-mediating surface antigen FAS~~FASLG receptor~~CD antigen CD95,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2554,Q6NZQ8,MARH1,MOUSE,Marchf1,Marchf1~~March1,E3 ubiquitin-protein ligase MARCHF1 ~~Membrane-associated RING finger protein 1~~Membrane-associated RING-CH protein I~~MARCH-I~~RING-type E3 ubiquitin transferase MARCHF1,,,P14483,HB2A,MOUSE,H2-Ab1,H2-Ab1~~H2-iabeta,H-2 class II histocompatibility antigen,,,
2555,Q6NZQ8,MARH1,MOUSE,Marchf1,Marchf1~~March1,E3 ubiquitin-protein ligase MARCHF1 ~~Membrane-associated RING finger protein 1~~Membrane-associated RING-CH protein I~~MARCH-I~~RING-type E3 ubiquitin transferase MARCHF1,,,Q62351,TFR1,MOUSE,Tfrc,Tfrc~~Trfr,Transferrin receptor protein 1 ~~TR~~TfR~~TfR1~~Trfr~~CD antigen CD71,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2556,Q8CBH7,MARHB,MOUSE,Marchf11,Marchf11~~March11,E3 ubiquitin-protein ligase MARCHF11 ~~Membrane-associated RING finger protein 11~~Membrane-associated RING-CH protein XI~~MARCH-XI~~RING-type E3 ubiquitin transferase MARCHF11,,,P06332,CD4,MOUSE,Cd4,Cd4,T-cell surface glycoprotein CD4 ~~T-cell differentiation antigen L3T4~~T-cell surface antigen T4/Leu-3~~CD antigen CD4,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2557,Q99M02,MARH2,MOUSE,MARCHF2,MARCHF2~~MARCH2,E3 ubiquitin-protein ligase MARCHF2 ~~Membrane-associated RING finger protein 2~~Membrane-associated RING-CH protein II~~MARCH-II~~RING-type E3 ubiquitin transferase MARCHF2,,,P42082,CD86,MOUSE,Cd86,Cd86,T-lymphocyte activation antigen CD86 ~~Activation B7-2 antigen~~Early T-cell costimulatory molecule 1~~ETC-1~~CD antigen CD86,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2558,Q99M02,MARH2,MOUSE,MARCHF2,MARCHF2~~MARCH2,E3 ubiquitin-protein ligase MARCHF2 ~~Membrane-associated RING finger protein 2~~Membrane-associated RING-CH protein II~~MARCH-II~~RING-type E3 ubiquitin transferase MARCHF2,,,Q62351,TFR1,MOUSE,Tfrc,Tfrc~~Trfr,Transferrin receptor protein 1 ~~TR~~TfR~~TfR1~~Trfr~~CD antigen CD71,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2559,Q80TE3,MARH4,MOUSE,Marchf4,Marchf4~~Kiaa1399~~March4,E3 ubiquitin-protein ligase MARCHF4 ~~Membrane-associated RING finger protein 4~~Membrane-associated RING-CH protein IV~~MARCH-IV~~RING-type E3 ubiquitin transferase MARCHF4,,,P06332,CD4,MOUSE,Cd4,Cd4,T-cell surface glycoprotein CD4 ~~T-cell differentiation antigen L3T4~~T-cell surface antigen T4/Leu-3~~CD antigen CD4,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2560,Q3KNM2,MARH5,MOUSE,Marchf5,Marchf5~~March5,E3 ubiquitin-protein ligase MARCHF5 ~~Membrane-associated RING finger protein 5~~Membrane-associated RING-CH protein V~~MARCH-V~~RING-type E3 ubiquitin transferase MARCHF5,,,Q8K1M6,DNM1L,MOUSE,Dnm1l,Dnm1l~~Drp1,Dynamin-1-like protein ~~Dynamin family member proline-rich carboxyl-terminal domain less~~Dymple~~Dynamin-related protein 1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2561,Q3KNM2,MARH5,MOUSE,Marchf5,Marchf5~~March5,E3 ubiquitin-protein ligase MARCHF5 ~~Membrane-associated RING finger protein 5~~Membrane-associated RING-CH protein V~~MARCH-V~~RING-type E3 ubiquitin transferase MARCHF5,,,Q9CQ92,FIS1,MOUSE,Fis1,Fis1~~Ttc11,Mitochondrial fission 1 protein ~~FIS1 homolog~~Tetratricopeptide repeat protein 11~~TPR repeat protein 11,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2562,Q3KNM2,MARH5,MOUSE,Marchf5,Marchf5~~March5,E3 ubiquitin-protein ligase MARCHF5 ~~Membrane-associated RING finger protein 5~~Membrane-associated RING-CH protein V~~MARCH-V~~RING-type E3 ubiquitin transferase MARCHF5,,,Q811U4,MFN1,MOUSE,Mfn1,Mfn1,Mitofusin-1 ~~Transmembrane GTPase MFN1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2563,Q9WV66,MARH7,MOUSE,Marchf7,Marchf7~~Axot~~March7,E3 ubiquitin-protein ligase MARCHF7 ~~Axotrophin~~Membrane-associated RING finger protein 7~~Membrane-associated RING-CH protein VII~~MARCH-VII~~RING-type E3 ubiquitin transferase MARCHF7,,,Q9WV66,MARH7,MOUSE,Marchf7,Marchf7~~Axot~~March7,E3 ubiquitin-protein ligase MARCHF7 ~~Axotrophin~~Membrane-associated RING finger protein 7~~Membrane-associated RING-CH protein VII~~MARCH-VII~~RING-type E3 ubiquitin transferase MARCHF7,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2564,Q9DBD2,MARH8,MOUSE,Marchf8,Marchf8~~March8~~Mir,E3 ubiquitin-protein ligase MARCHF8 ~~Cellular modulator of immune recognition~~c-MIR~~Membrane-associated RING finger protein 8~~Membrane-associated RING-CH protein VIII~~MARCH-VIII~~RING-type E3 ubiquitin transferase MARCHF8,,,P42082,CD86,MOUSE,Cd86,Cd86,T-lymphocyte activation antigen CD86 ~~Activation B7-2 antigen~~Early T-cell costimulatory molecule 1~~ETC-1~~CD antigen CD86,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2565,Q9DBD2,MARH8,MOUSE,Marchf8,Marchf8~~March8~~Mir,E3 ubiquitin-protein ligase MARCHF8 ~~Cellular modulator of immune recognition~~c-MIR~~Membrane-associated RING finger protein 8~~Membrane-associated RING-CH protein VIII~~MARCH-VIII~~RING-type E3 ubiquitin transferase MARCHF8,,,P14483,HB2A,MOUSE,H2-Ab1,H2-Ab1~~H2-iabeta,H-2 class II histocompatibility antigen,,,
2566,Q3TZ87,MARH9,MOUSE,Marchf9,Marchf9~~March9,E3 ubiquitin-protein ligase MARCHF9 ~~Membrane-associated RING finger protein 9~~Membrane-associated RING-CH protein IX~~MARCH-IX~~RING-type E3 ubiquitin transferase MARCHF9,,,P06332,CD4,MOUSE,Cd4,Cd4,T-cell surface glycoprotein CD4 ~~T-cell differentiation antigen L3T4~~T-cell surface antigen T4/Leu-3~~CD antigen CD4,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2567,Q3TZ87,MARH9,MOUSE,Marchf9,Marchf9~~March9,E3 ubiquitin-protein ligase MARCHF9 ~~Membrane-associated RING finger protein 9~~Membrane-associated RING-CH protein IX~~MARCH-IX~~RING-type E3 ubiquitin transferase MARCHF9,,,P13597,ICAM1,MOUSE,Icam1,Icam1~~Icam-1,Intercellular adhesion molecule 1 ~~ICAM-1~~MALA-2~~MyD10~~CD antigen CD54,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2568,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,P28352,APEX1,MOUSE,Apex1,Apex1~~Ape~~Apex~~Ref1,DNA-~~apurinic or apyrimidinic site lyase  ~~APEX nuclease~~APEN~~Apurinic-apyrimidinic endonuclease 1~~AP endonuclease 1~~REF-1~~Redox factor-1 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2569,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,P19091,ANDR,MOUSE,Ar,Ar~~Nr3c4,Androgen receptor ~~Dihydrotestosterone receptor~~Nuclear receptor subfamily 3 group C member 4,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2570,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,Q9WV31,ARC,MOUSE,Arc,Arc,Activity-regulated cytoskeleton-associated protein ~~mArc~~Activity-regulated gene 3.1 protein~~ARC/ARG3.1~~Arg3.1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2571,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,Q8BWG8,ARRB1,MOUSE,Arrb1,Arrb1,Beta-arrestin-1 ~~Arrestin beta-1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2572,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,Q91YI4,ARRB2,MOUSE,Arrb2,Arrb2,Beta-arrestin-2 ~~Arrestin beta-2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2573,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,Q61501,E2F1,MOUSE,E2f1,E2f1,Transcription factor E2F1 ~~E2F-1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2574,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,Q9QZR5,HIPK2,MOUSE,Hipk2,Hipk2~~Nbak1~~Stank,Homeodomain-interacting protein kinase 2 ~~Nuclear body-associated kinase 1~~Sialophorin tail-associated nuclear serine/threonine-protein kinase,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2575,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,Q9QXM1,JMY,MOUSE,Jmy,Jmy,Junction-mediating and -regulatory protein,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2576,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,Q9JHD1,KAT2B,MOUSE,Kat2b,Kat2b~~Pcaf,Histone acetyltransferase KAT2B ~~Histone acetyltransferase PCAF~~Histone acetylase PCAF~~Lysine acetyltransferase 2B~~P300/CBP-associated factor~~P/CAF~~Spermidine acetyltransferase KAT2B ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2577,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,Q8CHK4,KAT5,MOUSE,Kat5,Kat5~~Htatip~~Tip60,Histone acetyltransferase KAT5 ~~60 kDa Tat-interactive protein~~Tip60~~Histone acetyltransferase HTATIP~~Lysine acetyltransferase 5,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2578,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2579,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,O35618,MDM4,MOUSE,Mdm4,Mdm4~~Mdmx,Protein Mdm4 ~~Double minute 4 protein~~Mdm2-like p53-binding protein~~Protein Mdmx~~p53-binding protein Mdm4,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2580,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,O70548,TELT,MOUSE,Tcap,Tcap,Telethonin ~~Titin cap protein,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2581,P23804,MDM2,MOUSE,Mdm2,Mdm2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,,,P02340,P53,MOUSE,Tp53,Tp53~~P53~~Trp53,Cellular tumor antigen p53 ~~Tumor suppressor p53,Mus musculus (Mouse),Mus musculus (Mouse),31847675
2582,Q9D074,MGRN1,MOUSE,Mgrn1,Mgrn1~~Kiaa0544,E3 ubiquitin-protein ligase MGRN1 ~~Mahogunin RING finger protein 1~~RING-type E3 ubiquitin transferase MGRN1,,,Q61187,TS101,MOUSE,Tsg101,Tsg101,Tumor susceptibility gene 101 protein ~~ESCRT-I complex subunit TSG101,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2583,Q80SY4,MIB1,MOUSE,Mib1,Mib1~~Dip1~~Kiaa1323~~Mib,E3 ubiquitin-protein ligase MIB1 ~~DAPK-interacting protein 1~~DIP-1~~Mind bomb homolog 1~~RING-type E3 ubiquitin transferase MIB1,,,Q80YE7,DAPK1,MOUSE,Dapk1,Dapk1,Death-associated protein kinase 1 ~~DAP kinase 1 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2584,Q80SY4,MIB1,MOUSE,Mib1,Mib1~~Dip1~~Kiaa1323~~Mib,E3 ubiquitin-protein ligase MIB1 ~~DAPK-interacting protein 1~~DIP-1~~Mind bomb homolog 1~~RING-type E3 ubiquitin transferase MIB1,,,Q61483,DLL1,MOUSE,Dll1,Dll1,Delta-like protein 1 ~~Drosophila Delta homolog 1~~Delta1 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2585,Q80SY4,MIB1,MOUSE,Mib1,Mib1~~Dip1~~Kiaa1323~~Mib,E3 ubiquitin-protein ligase MIB1 ~~DAPK-interacting protein 1~~DIP-1~~Mind bomb homolog 1~~RING-type E3 ubiquitin transferase MIB1,,,O88516,DLL3,MOUSE,Dll3,Dll3,Delta-like protein 3 ~~Drosophila Delta homolog 3~~Delta3~~M-Delta-3,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2586,Q80SY4,MIB1,MOUSE,Mib1,Mib1~~Dip1~~Kiaa1323~~Mib,E3 ubiquitin-protein ligase MIB1 ~~DAPK-interacting protein 1~~DIP-1~~Mind bomb homolog 1~~RING-type E3 ubiquitin transferase MIB1,,,Q9JI71,DLL4,MOUSE,Dll4,Dll4,Delta-like protein 4 ~~Drosophila Delta homolog 4~~Delta4,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2587,Q80SY4,MIB1,MOUSE,Mib1,Mib1~~Dip1~~Kiaa1323~~Mib,E3 ubiquitin-protein ligase MIB1 ~~DAPK-interacting protein 1~~DIP-1~~Mind bomb homolog 1~~RING-type E3 ubiquitin transferase MIB1,,,Q80SY4,MIB1,MOUSE,Mib1,Mib1~~Dip1~~Kiaa1323~~Mib,E3 ubiquitin-protein ligase MIB1 ~~DAPK-interacting protein 1~~DIP-1~~Mind bomb homolog 1~~RING-type E3 ubiquitin transferase MIB1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2588,Q8R516,MIB2,MOUSE,Mib2,Mib2~~Skd,E3 ubiquitin-protein ligase MIB2 ~~Dystrophin-like protein~~Dyslike~~Mind bomb homolog 2~~Mind bomb-2~~RING-type E3 ubiquitin transferase MIB2~~Skeletrophin,,,Q61483,DLL1,MOUSE,Dll1,Dll1,Delta-like protein 1 ~~Drosophila Delta homolog 1~~Delta1 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2589,Q8R516,MIB2,MOUSE,Mib2,Mib2~~Skd,E3 ubiquitin-protein ligase MIB2 ~~Dystrophin-like protein~~Dyslike~~Mind bomb homolog 2~~Mind bomb-2~~RING-type E3 ubiquitin transferase MIB2~~Skeletrophin,,,O88516,DLL3,MOUSE,Dll3,Dll3,Delta-like protein 3 ~~Drosophila Delta homolog 3~~Delta3~~M-Delta-3,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2590,Q8R516,MIB2,MOUSE,Mib2,Mib2~~Skd,E3 ubiquitin-protein ligase MIB2 ~~Dystrophin-like protein~~Dyslike~~Mind bomb homolog 2~~Mind bomb-2~~RING-type E3 ubiquitin transferase MIB2~~Skeletrophin,,,Q9JI71,DLL4,MOUSE,Dll4,Dll4,Delta-like protein 4 ~~Drosophila Delta homolog 4~~Delta4,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2591,O70583,TRI18,MOUSE,Mid1,Mid1~~Fxy~~Trim18,E3 ubiquitin-protein ligase Midline-1 ~~Midin~~RING finger protein Midline-1~~RING-type E3 ubiquitin transferase Midline-1~~Tripartite motif-containing protein 18,,,P07978,PRM2,MOUSE,Prm2,Prm2,Protamine-2 ~~Sperm histone P2~~Sperm protamine P2 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2592,Q9QXP6,MKRN1,MOUSE,Mkrn1,Mkrn1,E3 ubiquitin-protein ligase makorin-1 ~~RING-type E3 ubiquitin transferase makorin-1,,,P39689,CDN1A,MOUSE,Cdkn1a,Cdkn1a~~Cip1~~Waf1,Cyclin-dependent kinase inhibitor 1 ~~CDK-interacting protein 1~~Melanoma differentiation-associated protein~~p21,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2593,Q9QXP6,MKRN1,MOUSE,Mkrn1,Mkrn1,E3 ubiquitin-protein ligase makorin-1 ~~RING-type E3 ubiquitin transferase makorin-1,,,P02340,P53,MOUSE,Tp53,Tp53~~P53~~Trp53,Cellular tumor antigen p53 ~~Tumor suppressor p53,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2594,Q8BM54,MYLIP,MOUSE,Mylip,Mylip,E3 ubiquitin-protein ligase MYLIP ~~Inducible degrader of the LDL-receptor~~Idol~~Myosin regulatory light chain-interacting protein~~MIR~~RING-type E3 ubiquitin transferase MYLIP,,,P35951,LDLR,MOUSE,Ldlr,Ldlr,Low-density lipoprotein receptor ~~LDL receptor,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2595,Q8BM54,MYLIP,MOUSE,Mylip,Mylip,E3 ubiquitin-protein ligase MYLIP ~~Inducible degrader of the LDL-receptor~~Idol~~Myosin regulatory light chain-interacting protein~~MIR~~RING-type E3 ubiquitin transferase MYLIP,,,Q924X6,LRP8,MOUSE,Lrp8,Lrp8~~Apoer2,Low-density lipoprotein receptor-related protein 8 ~~LRP-8~~Apolipoprotein E receptor 2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2596,Q8BM54,MYLIP,MOUSE,Mylip,Mylip,E3 ubiquitin-protein ligase MYLIP ~~Inducible degrader of the LDL-receptor~~Idol~~Myosin regulatory light chain-interacting protein~~MIR~~RING-type E3 ubiquitin transferase MYLIP,,,Q8BM54,MYLIP,MOUSE,Mylip,Mylip,E3 ubiquitin-protein ligase MYLIP ~~Inducible degrader of the LDL-receptor~~Idol~~Myosin regulatory light chain-interacting protein~~MIR~~RING-type E3 ubiquitin transferase MYLIP,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2597,P46935,NEDD4,MOUSE,Nedd4,Nedd4~~Kiaa0093~~Nedd-4~~Nedd4-1~~Nedd4a,E3 ubiquitin-protein ligase NEDD4 ~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,,,Q9Z0H7,BCL10,MOUSE,Bcl10,Bcl10~~Ciper~~Clap,B-cell lymphoma/leukemia 10 ~~B-cell CLL/lymphoma 10~~Bcl-10~~CARD-containing molecule enhancing NF-kappa-B~~CARD-like apoptotic protein~~mCLAP~~CED-3/ICH-1 prodomain homologous E10-like regulator~~mCIPER~~Cellular homolog of vCARMEN~~cCARMEN~~Cellular-E10~~c-E10~~Mammalian CARD-containing adapter molecule E10~~mE10,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2598,P46935,NEDD4,MOUSE,Nedd4,Nedd4~~Kiaa0093~~Nedd-4~~Nedd4-1~~Nedd4a,E3 ubiquitin-protein ligase NEDD4 ~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,,,Q8BMI3,GGA3,MOUSE,Gga3,Gga3~~Kiaa0154,ADP-ribosylation factor-binding protein GGA3 ~~Golgi-localized,,,
2599,P46935,NEDD4,MOUSE,Nedd4,Nedd4~~Kiaa0093~~Nedd-4~~Nedd4-1~~Nedd4a,E3 ubiquitin-protein ligase NEDD4 ~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,,,P25911,LYN,MOUSE,Lyn,Lyn,Tyrosine-protein kinase Lyn ~~V-yes-1 Yamaguchi sarcoma viral related oncogene homolog~~p53Lyn~~p56Lyn,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2600,P46935,NEDD4,MOUSE,Nedd4,Nedd4~~Kiaa0093~~Nedd-4~~Nedd4-1~~Nedd4a,E3 ubiquitin-protein ligase NEDD4 ~~HECT-type E3 ubiquitin transferase NEDD4~~Neural precursor cell expressed developmentally down-regulated protein 4~~NEDD-4,,,Q8R0W6,NFIP1,MOUSE,Ndfip1,Ndfip1~~N4wbp5,NEDD4 family-interacting protein 1 ~~NEDD4 WW domain-binding protein 5,Mus musculus (Mouse),Mus musculus (Mouse),22199232
